loan_amnt,term,int_rate,annual_inc,dti,home_ownership,grade
8000.0, 36 months,6.49,48000.0,16.3,RENT,A
20000.0, 60 months,13.99,63500.0,14.97,OWN,C
8400.0, 36 months,13.18,18000.0,20.73,OWN,C
2000.0, 36 months,9.76,38000.0,20.66,MORTGAGE,B
12000.0, 36 months,7.26,180000.0,16.03,MORTGAGE,A
7000.0, 36 months,7.49,59000.0,13.06,MORTGAGE,A
24000.0, 60 months,11.99,130000.0,23.12,MORTGAGE,C
25000.0, 36 months,7.49,99413.0,19.17,MORTGAGE,A
5000.0, 36 months,9.17,50000.0,15.15,MORTGAGE,B
3500.0, 36 months,13.44,47000.0,32.53,RENT,C
17000.0, 36 months,14.48,100000.0,13.61,OWN,C
27000.0, 36 months,18.99,60000.0,21.4,MORTGAGE,E
7025.0, 36 months,14.85,23427.0,20.65,OWN,C
25075.0, 60 months,23.99,66000.0,34.69,MORTGAGE,F
24925.0, 60 months,24.24,78000.0,25.85,RENT,F
18000.0, 36 months,7.91,63000.0,18.04,MORTGAGE,A
24000.0, 36 months,7.91,165000.0,8.29,MORTGAGE,A
10850.0, 36 months,15.77,65000.0,13.42,RENT,D
6000.0, 36 months,5.32,30000.0,18.39,OWN,A
8425.0, 36 months,19.48,24800.0,26.23,OWN,E
5000.0, 36 months,9.76,35000.0,13.68,RENT,B
4600.0, 36 months,17.27,76000.0,12.87,MORTGAGE,D
7200.0, 36 months,9.17,85000.0,14.57,OWN,B
15000.0, 36 months,5.32,100000.0,12.53,RENT,A
11000.0, 60 months,18.99,55000.0,0.94,RENT,E
2000.0, 36 months,13.44,47000.0,5.67,MORTGAGE,C
16800.0, 60 months,8.49,58000.0,24.56,MORTGAGE,B
8225.0, 36 months,14.85,54000.0,38.98,MORTGAGE,C
15000.0, 60 months,19.89,62800.0,21.19,MORTGAGE,E
11000.0, 36 months,9.8,28000.0,15.43,RENT,B
19200.0, 36 months,5.32,60000.0,26.36,MORTGAGE,A
35000.0, 60 months,14.48,135000.0,21.01,MORTGAGE,C
16800.0, 36 months,8.49,40000.0,30.9,OWN,B
9000.0, 36 months,6.24,55000.0,25.83,MORTGAGE,A
1000.0, 36 months,13.99,30000.0,29.8,RENT,C
24000.0, 36 months,9.8,150000.0,8.67,MORTGAGE,B
18000.0, 36 months,11.48,134000.0,19.24,RENT,B
24000.0, 60 months,9.17,100000.0,18.6,RENT,B
35000.0, 60 months,11.99,77500.0,30.07,MORTGAGE,C
35000.0, 36 months,15.77,85000.0,18.99,MORTGAGE,D
18000.0, 36 months,8.38,58000.0,9.21,RENT,B
5000.0, 36 months,7.26,54500.0,16.34,RENT,A
6000.0, 36 months,11.99,40000.0,18.99,MORTGAGE,C
35000.0, 36 months,13.44,180000.0,23.33,MORTGAGE,C
16000.0, 60 months,16.59,35000.0,33.57,RENT,D
10000.0, 36 months,11.99,60000.0,28.28,MORTGAGE,C
6500.0, 36 months,13.44,41000.0,21.12,RENT,C
6000.0, 36 months,9.17,63000.0,3.83,OWN,B
20000.0, 60 months,11.99,115000.0,5.61,MORTGAGE,C
16000.0, 36 months,14.85,100000.0,11.92,RENT,C
10000.0, 36 months,9.17,100000.0,9.13,MORTGAGE,B
30000.0, 36 months,18.2,123600.0,26.81,OWN,E
12250.0, 36 months,14.85,26679.38,34.1,RENT,C
21000.0, 60 months,7.49,80000.0,20.27,MORTGAGE,A
7200.0, 36 months,13.99,30000.0,18.28,RENT,C
5325.0, 36 months,11.99,30000.0,11.48,RENT,C
20000.0, 36 months,7.49,69400.0,6.62,RENT,A
6700.0, 36 months,7.49,75000.0,24.31,MORTGAGE,A
25000.0, 36 months,7.49,132000.0,13.83,MORTGAGE,A
15000.0, 36 months,10.78,40000.0,10.17,RENT,B
14400.0, 60 months,23.13,40000.0,32.82,RENT,F
18850.0, 36 months,21.48,55000.0,15.56,MORTGAGE,E
5000.0, 36 months,10.78,42000.0,22.09,RENT,B
16000.0, 36 months,6.24,105000.0,31.02,MORTGAGE,A
6000.0, 36 months,9.8,24000.0,18.15,RENT,B
10875.0, 36 months,8.49,85000.0,24.3,MORTGAGE,B
15425.0, 36 months,9.17,70000.0,29.93,MORTGAGE,B
10000.0, 36 months,7.26,70000.0,15.14,MORTGAGE,A
8000.0, 36 months,7.26,85000.0,21.22,MORTGAGE,A
12000.0, 60 months,12.88,75000.0,19.58,MORTGAGE,C
8000.0, 36 months,10.78,53000.0,23.19,MORTGAGE,B
7700.0, 36 months,9.76,25000.0,26.69,MORTGAGE,B
20000.0, 36 months,5.32,82000.0,15.57,MORTGAGE,A
22400.0, 60 months,10.78,70000.0,17.75,MORTGAGE,B
28000.0, 60 months,27.31,70000.0,30.79,RENT,G
12000.0, 36 months,8.49,85567.0,34.43,MORTGAGE,B
35000.0, 60 months,14.85,158000.0,25.27,OWN,C
20250.0, 36 months,16.59,40536.0,17.35,RENT,D
12000.0, 36 months,11.48,70000.0,26.95,RENT,B
19300.0, 36 months,13.44,48261.96,17.11,MORTGAGE,C
26750.0, 60 months,10.64,99732.0,30.83,MORTGAGE,B
9500.0, 36 months,9.17,40000.0,32.22,OWN,B
2000.0, 36 months,9.8,32000.0,16.73,RENT,B
15000.0, 36 months,16.59,67000.0,15.22,OWN,D
10000.0, 36 months,6.49,150000.0,19.66,OWN,A
6000.0, 36 months,13.44,35000.0,16.74,RENT,C
20000.0, 36 months,6.99,65000.0,28.19,MORTGAGE,A
20000.0, 36 months,7.49,107600.0,15.2,MORTGAGE,A
10000.0, 36 months,8.38,104000.0,17.24,RENT,B
6000.0, 36 months,12.88,33280.0,21.93,RENT,C
30000.0, 36 months,13.99,83000.0,13.46,RENT,C
28000.0, 60 months,9.17,80000.0,16.97,MORTGAGE,B
8000.0, 36 months,9.17,60768.0,12.56,RENT,B
11425.0, 36 months,9.8,69000.0,25.84,MORTGAGE,B
12000.0, 36 months,9.17,85000.0,7.54,MORTGAGE,B
31500.0, 60 months,11.99,120000.0,10.55,MORTGAGE,C
35000.0, 60 months,12.59,125195.2,34.14,MORTGAGE,C
10000.0, 36 months,5.32,109000.0,22.12,MORTGAGE,A
20250.0, 60 months,10.64,55000.0,17.54,MORTGAGE,B
3975.0, 36 months,12.88,62000.0,9.91,MORTGAGE,C
10000.0, 60 months,17.27,30200.0,9.02,RENT,D
15000.0, 36 months,11.22,123000.0,17.26,MORTGAGE,B
4425.0, 36 months,15.41,40000.0,14.76,OWN,D
18900.0, 36 months,16.55,52500.0,21.39,RENT,D
7900.0, 36 months,15.41,15800.0,33.93,RENT,D
30000.0, 60 months,19.48,76000.0,17.39,OWN,E
18450.0, 36 months,11.99,41000.0,22.07,RENT,C
9000.0, 36 months,9.17,105000.0,6.31,MORTGAGE,B
2000.0, 36 months,13.44,55000.0,23.43,RENT,C
6700.0, 36 months,9.8,18395.0,25.76,RENT,B
14400.0, 36 months,13.67,73000.0,35.36,MORTGAGE,C
28000.0, 36 months,6.99,252000.0,5.58,RENT,A
18500.0, 36 months,6.49,72450.0,17.23,MORTGAGE,A
6375.0, 36 months,17.97,107000.0,8.24,RENT,D
21000.0, 36 months,7.91,125000.0,13.95,MORTGAGE,A
9600.0, 36 months,8.38,54000.0,23.09,MORTGAGE,B
4825.0, 36 months,12.59,30500.0,6.65,OWN,C
13325.0, 60 months,17.97,29000.0,11.84,MORTGAGE,D
14400.0, 60 months,15.41,69000.0,11.25,MORTGAGE,D
2000.0, 36 months,10.78,55000.0,16.15,MORTGAGE,B
6000.0, 36 months,7.49,60000.0,9.36,RENT,A
4200.0, 36 months,18.49,45000.0,20.13,MORTGAGE,D
5525.0, 36 months,18.2,55000.0,25.66,MORTGAGE,E
16000.0, 36 months,11.22,48000.0,14.58,RENT,B
30000.0, 60 months,9.76,80000.0,20.55,MORTGAGE,B
10000.0, 36 months,6.49,60000.0,8.44,MORTGAGE,A
28000.0, 36 months,7.91,250000.0,17.44,MORTGAGE,A
15175.0, 36 months,14.48,37939.08,19.84,MORTGAGE,C
24000.0, 36 months,7.49,95000.0,7.19,RENT,A
29500.0, 60 months,9.8,120000.0,17.98,MORTGAGE,B
21125.0, 36 months,14.85,78000.0,11.35,RENT,C
4200.0, 36 months,9.17,68000.0,18.83,RENT,B
6600.0, 36 months,13.44,75000.0,11.39,RENT,C
10350.0, 36 months,17.27,66000.0,11.27,MORTGAGE,D
10000.0, 36 months,10.78,30000.0,11.52,RENT,B
24000.0, 36 months,5.32,125000.0,24.54,MORTGAGE,A
10800.0, 36 months,12.88,27000.0,8.58,OWN,C
35000.0, 36 months,8.38,105000.0,5.51,RENT,B
20000.0, 36 months,13.44,64000.0,23.85,MORTGAGE,C
18000.0, 36 months,9.8,110000.0,13.92,RENT,B
25000.0, 60 months,7.91,120000.0,14.86,MORTGAGE,A
35000.0, 36 months,10.78,110000.0,25.38,MORTGAGE,B
15000.0, 36 months,10.78,55000.0,15.27,OWN,B
2150.0, 36 months,9.17,66000.0,4.6,OWN,B
10000.0, 36 months,13.44,30000.0,7.64,RENT,C
35000.0, 60 months,12.88,106000.0,17.36,MORTGAGE,C
8000.0, 36 months,5.32,85000.0,13.55,MORTGAGE,A
11200.0, 36 months,18.99,32000.0,34.06,MORTGAGE,E
12000.0, 36 months,11.22,66500.0,17.02,RENT,B
25000.0, 60 months,17.27,63000.0,10.76,RENT,D
5000.0, 36 months,12.88,55000.0,13.2,MORTGAGE,C
20000.0, 36 months,11.48,46000.0,25.1,MORTGAGE,B
11425.0, 36 months,16.99,35000.0,28.77,MORTGAGE,D
28000.0, 36 months,7.91,230000.0,14.85,MORTGAGE,A
6400.0, 36 months,11.99,40000.0,5.01,RENT,C
5000.0, 36 months,7.49,25000.0,14.4,RENT,A
30000.0, 36 months,10.78,260000.0,14.7,MORTGAGE,B
5000.0, 36 months,10.78,65631.9,18.12,MORTGAGE,B
9000.0, 36 months,9.8,137000.0,10.93,RENT,B
10000.0, 36 months,12.88,56000.0,30.63,RENT,C
12000.0, 36 months,5.32,145000.0,27.81,MORTGAGE,A
35000.0, 60 months,17.57,109626.0,32.82,MORTGAGE,D
29800.0, 36 months,13.44,99000.0,23.28,RENT,C
6000.0, 36 months,15.41,61900.0,20.32,MORTGAGE,D
25500.0, 36 months,11.22,93851.0,4.71,MORTGAGE,B
6000.0, 36 months,13.44,60000.0,5.02,MORTGAGE,C
18000.0, 36 months,11.22,70000.0,19.14,MORTGAGE,B
3000.0, 36 months,11.48,55000.0,3.53,MORTGAGE,B
18000.0, 36 months,5.32,178500.0,12.04,MORTGAGE,A
25000.0, 36 months,7.91,75000.0,27.76,MORTGAGE,A
28000.0, 36 months,6.99,135000.0,34.81,MORTGAGE,A
6000.0, 36 months,11.99,72000.0,2.15,RENT,C
8000.0, 36 months,9.8,65000.0,34.98,OWN,B
4300.0, 36 months,7.89,55000.0,17.94,RENT,A
12000.0, 36 months,5.32,65000.0,21.03,RENT,A
18000.0, 36 months,7.91,60000.0,11.52,OWN,A
3600.0, 36 months,9.17,65986.0,11.46,OWN,B
25200.0, 60 months,13.99,66300.0,22.91,MORTGAGE,C
4000.0, 36 months,18.99,56000.0,20.94,RENT,E
6600.0, 36 months,7.26,16678.9,14.54,OWN,A
5000.0, 36 months,11.48,83000.0,7.69,OWN,B
21000.0, 36 months,11.99,110000.0,18.3,MORTGAGE,C
12000.0, 36 months,14.85,45000.0,14.85,RENT,C
9000.0, 36 months,5.32,25000.0,15.6,OWN,A
14150.0, 60 months,19.89,68000.0,26.9,RENT,E
2800.0, 36 months,17.97,58000.0,18.6,RENT,D
5000.0, 36 months,13.18,50000.0,34.18,OWN,C
5000.0, 36 months,5.32,80000.0,3.89,MORTGAGE,A
5400.0, 36 months,6.49,50000.0,5.74,MORTGAGE,A
12575.0, 60 months,26.99,37000.0,15.26,RENT,G
6000.0, 36 months,17.27,50000.0,10.92,RENT,D
25000.0, 60 months,9.17,156000.0,16.12,MORTGAGE,B
5600.0, 36 months,13.67,41000.0,35.98,MORTGAGE,C
22000.0, 36 months,11.48,65000.0,15.77,MORTGAGE,B
5600.0, 36 months,11.48,95000.0,13.3,RENT,B
30000.0, 36 months,14.85,90000.0,7.76,OWN,C
15400.0, 60 months,18.99,94500.0,10.53,MORTGAGE,E
29500.0, 36 months,13.44,59000.0,20.08,OWN,C
15000.0, 60 months,17.97,55000.0,31.55,RENT,D
20000.0, 36 months,8.38,58000.0,12.1,RENT,B
35000.0, 60 months,18.49,81500.0,26.61,MORTGAGE,E
35000.0, 60 months,9.8,94000.0,11.89,MORTGAGE,B
15950.0, 60 months,26.06,38000.0,28.68,RENT,F
12000.0, 36 months,13.18,50000.0,12.84,RENT,C
12000.0, 36 months,9.8,49500.0,34.49,RENT,B
18050.0, 60 months,24.24,50000.0,34.49,RENT,F
25000.0, 36 months,6.49,62000.0,27.24,MORTGAGE,A
24000.0, 36 months,5.32,110000.0,19.55,RENT,A
4550.0, 36 months,10.78,78000.0,26.08,MORTGAGE,B
5000.0, 36 months,6.49,23000.0,26.36,RENT,A
6300.0, 36 months,9.8,45000.0,16.99,RENT,B
22800.0, 36 months,5.32,76000.0,21.96,MORTGAGE,A
9000.0, 36 months,9.8,70000.0,23.11,RENT,B
30000.0, 36 months,9.17,170000.0,13.83,MORTGAGE,B
10000.0, 36 months,13.44,34000.0,11.19,MORTGAGE,C
13575.0, 60 months,13.67,60000.0,16.18,RENT,C
2000.0, 36 months,13.44,33000.0,38.33,OWN,C
5000.0, 36 months,11.22,29000.0,13.16,OWN,B
16700.0, 60 months,19.99,38000.0,16.2,RENT,E
18000.0, 36 months,6.99,120000.0,14.88,OWN,A
5000.0, 36 months,13.99,35050.0,5.24,RENT,C
7200.0, 36 months,9.76,60000.0,16.62,RENT,B
20000.0, 36 months,13.18,87000.0,34.86,MORTGAGE,C
10000.0, 36 months,6.89,230000.0,13.63,MORTGAGE,A
35000.0, 36 months,17.86,50000.0,35.17,MORTGAGE,D
6000.0, 36 months,17.57,20000.0,11.52,RENT,D
25000.0, 36 months,17.27,150000.0,11.57,MORTGAGE,D
16800.0, 60 months,23.13,50000.0,28.61,RENT,F
23100.0, 60 months,9.76,51200.0,33.97,OWN,B
3600.0, 36 months,13.44,25000.0,26.45,RENT,C
8000.0, 36 months,7.89,50000.0,9.19,OWN,A
12000.0, 36 months,8.49,65000.0,32.77,RENT,B
4000.0, 36 months,9.76,38000.0,27.83,RENT,B
21000.0, 36 months,6.99,85000.0,24.0,MORTGAGE,A
9400.0, 36 months,8.49,31000.0,11.11,RENT,B
28000.0, 60 months,10.78,120000.0,32.58,MORTGAGE,B
9600.0, 36 months,10.78,110000.0,34.79,MORTGAGE,B
24000.0, 60 months,24.24,70000.0,15.98,MORTGAGE,F
16000.0, 36 months,10.78,55000.0,31.14,MORTGAGE,B
18000.0, 36 months,11.99,74000.0,22.94,MORTGAGE,C
8500.0, 36 months,14.85,80000.0,27.99,MORTGAGE,C
35000.0, 60 months,11.99,148000.0,13.33,MORTGAGE,C
23500.0, 36 months,9.8,84700.0,23.83,MORTGAGE,B
9600.0, 36 months,12.59,62000.0,18.68,MORTGAGE,C
10000.0, 60 months,12.88,33000.0,23.23,RENT,C
16000.0, 60 months,16.59,80000.0,10.79,MORTGAGE,D
14000.0, 36 months,7.49,94000.0,26.17,MORTGAGE,A
14000.0, 60 months,14.85,60000.0,24.29,MORTGAGE,C
35000.0, 60 months,13.99,124000.0,19.31,MORTGAGE,C
17025.0, 36 months,15.41,72800.0,34.55,MORTGAGE,D
6000.0, 36 months,9.8,37000.0,6.78,MORTGAGE,B
15600.0, 60 months,17.97,53000.0,32.72,RENT,D
24000.0, 36 months,5.32,125000.0,8.9,MORTGAGE,A
16000.0, 60 months,9.76,220000.0,13.15,MORTGAGE,B
22000.0, 36 months,8.38,85000.0,11.03,RENT,B
13625.0, 36 months,13.44,31000.0,17.58,OWN,C
7000.0, 36 months,12.88,65000.0,6.68,RENT,C
30000.0, 60 months,15.77,85000.0,25.38,MORTGAGE,D
20000.0, 60 months,21.48,120000.0,14.71,RENT,E
12000.0, 36 months,9.17,70000.0,20.14,RENT,B
14000.0, 36 months,7.26,45000.0,26.64,RENT,A
4850.0, 36 months,11.99,39000.0,18.37,MORTGAGE,C
19000.0, 60 months,14.85,75000.0,13.09,OWN,C
8125.0, 36 months,13.18,69000.0,24.54,MORTGAGE,C
35000.0, 36 months,13.44,177000.0,21.43,OWN,C
28100.0, 36 months,17.27,160000.0,14.97,OWN,D
17250.0, 36 months,6.49,65000.0,6.54,MORTGAGE,A
3000.0, 36 months,12.88,41000.0,22.01,RENT,C
4000.0, 36 months,10.78,68000.0,12.35,RENT,B
35000.0, 36 months,13.44,160000.0,12.51,RENT,C
18000.0, 36 months,7.26,117000.0,21.18,OWN,A
11900.0, 36 months,17.97,34000.0,32.83,MORTGAGE,D
12225.0, 36 months,18.49,120000.0,16.11,MORTGAGE,D
2000.0, 36 months,11.99,65000.0,24.37,RENT,C
15000.0, 60 months,13.44,60000.0,10.32,MORTGAGE,C
22925.0, 60 months,16.59,51000.0,31.04,RENT,D
7000.0, 36 months,5.32,68000.0,1.41,OWN,A
10200.0, 36 months,6.49,110000.0,21.44,MORTGAGE,A
20000.0, 36 months,10.64,100000.0,23.34,MORTGAGE,B
12000.0, 36 months,8.49,52000.0,23.1,MORTGAGE,B
4000.0, 36 months,11.48,51000.0,13.51,MORTGAGE,B
22400.0, 36 months,9.8,100000.0,14.5,RENT,B
12000.0, 36 months,5.32,151300.0,8.9,RENT,A
35000.0, 36 months,11.99,115000.0,18.75,RENT,C
15000.0, 60 months,15.41,70000.0,24.6,MORTGAGE,D
15000.0, 36 months,10.78,48000.0,33.6,RENT,B
28000.0, 36 months,7.49,83000.0,15.42,MORTGAGE,A
15000.0, 36 months,12.88,70000.0,39.01,RENT,C
24000.0, 60 months,14.85,70000.0,37.97,MORTGAGE,C
24000.0, 60 months,13.99,82000.0,25.71,RENT,C
16000.0, 36 months,6.49,65000.0,26.74,MORTGAGE,A
22000.0, 36 months,11.99,108500.0,25.98,MORTGAGE,C
4350.0, 36 months,15.77,42000.0,24.03,RENT,D
25000.0, 60 months,10.64,75000.0,16.37,RENT,B
7700.0, 36 months,18.2,45000.0,34.75,MORTGAGE,E
6000.0, 36 months,13.44,31000.0,6.47,MORTGAGE,C
6000.0, 36 months,8.49,57500.0,23.94,OWN,B
18000.0, 36 months,6.99,115000.0,8.24,MORTGAGE,A
12000.0, 60 months,13.44,50000.0,21.32,MORTGAGE,C
28000.0, 36 months,7.89,200000.0,30.05,MORTGAGE,A
25600.0, 36 months,6.24,75000.0,12.9,RENT,A
12000.0, 36 months,15.77,52000.0,5.73,OWN,D
16000.0, 36 months,5.32,96000.0,14.45,MORTGAGE,A
7000.0, 36 months,14.85,37000.0,17.45,RENT,C
16000.0, 60 months,15.77,80000.0,2.0,OWN,D
29000.0, 36 months,12.88,86075.0,27.75,MORTGAGE,C
30000.0, 36 months,12.88,80000.0,16.2,RENT,C
17200.0, 36 months,11.48,43000.0,16.77,OWN,B
35000.0, 36 months,8.49,150000.0,18.88,MORTGAGE,B
3500.0, 36 months,12.88,83200.0,1.3,RENT,C
10000.0, 36 months,11.99,51000.0,11.22,RENT,C
1500.0, 36 months,9.8,63000.0,7.68,MORTGAGE,B
6700.0, 36 months,9.76,58000.0,18.46,MORTGAGE,B
15000.0, 60 months,24.99,43300.0,14.48,RENT,F
9000.0, 36 months,6.24,105000.0,21.2,RENT,A
5350.0, 36 months,18.99,21000.0,19.43,RENT,E
13500.0, 36 months,6.99,96000.0,12.85,MORTGAGE,A
30000.0, 36 months,7.49,160000.0,17.12,MORTGAGE,A
18000.0, 36 months,5.32,80000.0,13.28,MORTGAGE,A
34000.0, 60 months,11.99,106000.0,19.35,MORTGAGE,C
8000.0, 36 months,9.17,37000.0,15.54,RENT,B
16000.0, 36 months,9.8,145000.0,32.09,RENT,B
28975.0, 60 months,13.44,95000.0,36.79,MORTGAGE,C
11150.0, 36 months,17.97,78000.0,34.95,MORTGAGE,D
8000.0, 36 months,6.49,120000.0,4.91,RENT,A
18900.0, 36 months,12.88,45000.0,30.45,RENT,C
16000.0, 60 months,18.49,65000.0,15.73,RENT,D
35000.0, 60 months,12.59,126000.0,32.69,MORTGAGE,C
16000.0, 36 months,17.27,54000.0,20.73,RENT,D
8400.0, 36 months,5.32,95000.0,21.79,MORTGAGE,A
20000.0, 36 months,13.44,53000.0,15.29,RENT,C
24000.0, 60 months,12.88,57000.0,8.24,RENT,C
10000.0, 36 months,6.49,85000.0,13.07,RENT,A
35000.0, 60 months,19.89,165000.0,20.25,RENT,E
14000.0, 36 months,12.88,34000.0,11.19,RENT,C
19750.0, 36 months,7.26,127000.0,18.57,MORTGAGE,A
10800.0, 60 months,13.99,40000.0,26.13,RENT,C
10000.0, 36 months,17.27,40000.0,17.05,OWN,D
25000.0, 60 months,8.49,65000.0,23.86,OWN,B
13000.0, 60 months,13.44,91000.0,30.29,MORTGAGE,C
24000.0, 36 months,6.99,175000.0,6.98,OWN,A
10800.0, 60 months,15.77,87261.0,7.89,RENT,D
7500.0, 36 months,6.49,75000.0,17.31,RENT,A
10000.0, 36 months,11.22,85000.0,25.02,MORTGAGE,B
16000.0, 36 months,9.76,50000.0,11.74,MORTGAGE,B
35000.0, 60 months,17.97,70000.0,26.28,RENT,D
9000.0, 36 months,12.59,45000.0,33.52,RENT,C
1600.0, 36 months,13.44,52000.0,10.48,MORTGAGE,C
1000.0, 36 months,11.99,36522.0,35.72,MORTGAGE,C
20000.0, 36 months,15.41,85000.0,12.58,MORTGAGE,D
5000.0, 36 months,5.32,25896.0,9.34,MORTGAGE,A
24000.0, 36 months,5.32,93750.0,20.57,RENT,A
28000.0, 60 months,11.99,82000.0,10.57,MORTGAGE,C
6000.0, 36 months,11.22,39500.0,11.36,RENT,B
3200.0, 36 months,10.78,49000.0,25.91,MORTGAGE,B
9600.0, 36 months,9.76,95000.0,11.93,RENT,B
21125.0, 60 months,9.17,80000.0,29.87,MORTGAGE,B
15000.0, 36 months,7.89,52000.0,26.17,MORTGAGE,A
10000.0, 36 months,9.17,24080.0,29.16,OWN,B
7000.0, 36 months,8.38,72000.0,13.18,RENT,B
6000.0, 36 months,13.18,40000.0,34.8,RENT,C
16000.0, 36 months,7.91,150000.0,13.62,MORTGAGE,A
9475.0, 36 months,12.88,90000.0,19.24,MORTGAGE,C
5000.0, 36 months,9.17,39000.0,14.66,MORTGAGE,B
6000.0, 36 months,11.99,70000.0,12.24,MORTGAGE,C
32625.0, 60 months,17.97,68000.0,16.63,RENT,D
20000.0, 60 months,13.99,52000.0,17.06,RENT,C
20525.0, 36 months,11.99,54600.0,23.16,MORTGAGE,C
5525.0, 36 months,17.97,60000.0,17.58,RENT,D
6000.0, 36 months,11.48,59500.0,16.42,MORTGAGE,B
30000.0, 60 months,9.76,63000.0,8.02,RENT,B
2000.0, 36 months,9.76,50000.0,18.05,RENT,B
15000.0, 36 months,12.88,109000.0,12.34,RENT,C
7075.0, 36 months,17.97,20000.0,10.73,RENT,D
8000.0, 36 months,9.76,42000.0,25.4,MORTGAGE,B
24000.0, 60 months,13.67,80000.0,17.18,MORTGAGE,C
9900.0, 36 months,13.67,59000.0,15.52,RENT,C
15000.0, 36 months,9.8,72100.0,26.38,RENT,B
10075.0, 36 months,17.97,28000.0,24.47,OWN,D
3600.0, 36 months,15.77,106000.0,12.94,RENT,D
10000.0, 36 months,5.32,52800.0,26.62,MORTGAGE,A
35000.0, 36 months,7.89,142000.0,24.74,MORTGAGE,A
15000.0, 36 months,5.32,200000.0,13.47,MORTGAGE,A
16000.0, 60 months,11.99,44096.0,34.57,OWN,C
14000.0, 36 months,11.99,104000.0,7.59,RENT,C
8000.0, 36 months,5.32,22000.0,20.24,RENT,A
14400.0, 36 months,7.49,90000.0,11.68,MORTGAGE,A
25000.0, 60 months,13.18,139000.0,6.09,MORTGAGE,C
20000.0, 36 months,11.48,115000.0,19.0,RENT,B
4200.0, 36 months,11.99,40000.0,5.91,RENT,C
12000.0, 60 months,13.99,60000.0,12.42,RENT,C
1000.0, 36 months,13.99,30000.0,31.08,RENT,C
14700.0, 36 months,12.59,45000.0,22.64,RENT,C
1400.0, 36 months,17.27,39000.0,14.52,RENT,D
20000.0, 36 months,9.17,125000.0,16.76,MORTGAGE,B
6000.0, 36 months,6.89,45000.0,18.04,MORTGAGE,A
8000.0, 36 months,13.18,45000.0,25.81,RENT,C
35000.0, 36 months,13.99,135000.0,21.05,MORTGAGE,C
18000.0, 36 months,11.48,49200.0,23.07,OWN,B
8000.0, 36 months,6.49,40000.0,6.84,RENT,A
35000.0, 36 months,12.88,300000.0,9.87,RENT,C
8175.0, 36 months,15.41,22600.0,28.15,OWN,D
10500.0, 36 months,7.49,47688.0,10.39,RENT,A
30000.0, 36 months,10.78,70000.0,19.05,MORTGAGE,B
4000.0, 36 months,9.17,44500.0,15.83,RENT,B
16075.0, 60 months,21.48,36111.0,38.25,MORTGAGE,E
15000.0, 36 months,9.17,71000.0,15.91,RENT,B
12000.0, 60 months,9.76,86000.0,34.5,MORTGAGE,B
31500.0, 60 months,20.99,75000.0,24.02,RENT,E
14000.0, 36 months,11.48,99000.0,6.84,MORTGAGE,B
14000.0, 36 months,16.59,124596.0,23.73,MORTGAGE,D
18650.0, 36 months,10.78,48000.0,31.7,MORTGAGE,B
9425.0, 36 months,11.99,31000.0,27.52,RENT,C
25000.0, 60 months,19.89,100000.0,38.69,RENT,E
6000.0, 36 months,11.99,71000.0,26.67,MORTGAGE,C
10000.0, 36 months,5.32,82000.0,4.81,RENT,A
25000.0, 60 months,7.89,280000.0,6.25,MORTGAGE,A
35000.0, 36 months,17.27,178462.0,24.17,OWN,D
24000.0, 60 months,13.18,115000.0,13.58,MORTGAGE,C
7000.0, 36 months,15.41,43200.0,4.06,RENT,D
4525.0, 36 months,12.88,70000.0,21.31,RENT,C
8000.0, 36 months,9.8,80000.0,22.08,OWN,B
22675.0, 60 months,18.99,250000.0,11.24,MORTGAGE,E
33000.0, 60 months,12.88,125000.0,21.54,MORTGAGE,C
16000.0, 60 months,15.77,65000.0,17.95,MORTGAGE,D
11950.0, 36 months,13.99,75000.0,4.33,RENT,C
19375.0, 60 months,23.13,145000.0,16.88,MORTGAGE,F
5050.0, 36 months,11.99,130000.0,31.36,MORTGAGE,C
6000.0, 36 months,8.49,37000.0,16.02,RENT,B
5000.0, 36 months,12.88,51000.0,11.95,OWN,C
20000.0, 36 months,16.55,63800.0,33.69,MORTGAGE,D
18000.0, 36 months,6.24,120000.0,17.72,MORTGAGE,A
15800.0, 60 months,10.78,55000.0,8.43,MORTGAGE,B
15000.0, 36 months,7.91,31000.0,20.05,MORTGAGE,A
6000.0, 36 months,7.91,49000.0,17.92,MORTGAGE,A
2500.0, 36 months,17.27,50000.0,17.6,MORTGAGE,D
15000.0, 60 months,16.59,34880.0,11.29,OWN,D
1600.0, 36 months,6.24,50000.0,15.82,RENT,A
10000.0, 36 months,16.59,75000.0,21.31,MORTGAGE,D
13000.0, 60 months,18.2,40000.0,28.71,RENT,E
3000.0, 36 months,14.48,40000.0,28.77,RENT,C
14800.0, 36 months,12.59,38000.0,32.39,RENT,C
18000.0, 36 months,13.18,60000.0,18.72,MORTGAGE,C
7800.0, 36 months,9.8,60000.0,14.96,MORTGAGE,B
12950.0, 36 months,18.99,36000.0,27.93,RENT,E
6500.0, 36 months,13.18,43500.0,35.61,MORTGAGE,C
7775.0, 36 months,6.49,40000.0,13.41,MORTGAGE,A
25000.0, 60 months,13.99,73000.0,25.04,MORTGAGE,C
8000.0, 36 months,7.91,75000.0,11.74,MORTGAGE,A
10000.0, 60 months,12.88,52000.0,35.01,MORTGAGE,C
9475.0, 36 months,14.48,45000.0,17.47,MORTGAGE,C
